finalWorth,age,industries,gender,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country
3900,91,Finance & Investments,M,113.27,0.7,"$543,649,976,166",49.3,99.8
3900,65,Finance & Investments,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3900,85,Automotive,M,115.16,0.4,"$2,029,000,000,000",94.3,98.1
3900,83,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3900,83,Healthcare,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3900,94,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3900,63,Sports,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3900,69,Food & Beverage,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3900,78,Healthcare,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
3900,76,Diversified,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
3900,63,Diversified,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
3900,60,Gambling & Casinos,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3900,56,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3900,50,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3900,44,Fashion & Retail,F,112.85,1.4,"$3,845,630,030,824",70.2,104
3900,62,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3900,63,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3900,79,Food & Beverage,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3900,73,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3900,57,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3900,60,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3800,63,Service,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3800,80,Construction & Engineering,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3800,81,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,61,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,63,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,69,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,61,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,87,Media & Entertainment,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,41,Automotive,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3800,64,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,82,Real Estate,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3800,71,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,58,Telecom,M,105.48,0.5,"$5,081,769,542,380",63.2,98.8
3800,54,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3800,77,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,77,Manufacturing,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3800,77,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,51,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,76,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,71,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,56,Real Estate,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3700,59,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3700,66,Logistics,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,56,Real Estate,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3700,50,Media & Entertainment,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3700,60,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,77,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,47,Finance & Investments,M,182.75,5.2,"$180,161,741,180",61.7,104.4
3700,68,Fashion & Retail,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3700,78,Manufacturing,M,105.48,0.5,"$5,081,769,542,380",63.2,98.8
3700,62,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,88,Fashion & Retail,M,131.91,2.6,"$282,318,159,745",88.5,101.4
3700,62,Service,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,75,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,69,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,82,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3700,74,Real Estate,M,108.15,0.8,"$395,098,666,122",63.4,104.9
3700,56,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3600,56,Diversified,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3600,53,Diversified,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3600,71,Finance & Investments,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3600,63,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3600,47,Automotive,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3600,82,Real Estate,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
3600,65,Finance & Investments,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3600,59,Finance & Investments,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3600,61,Automotive,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3600,80,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3600,53,Finance & Investments,M,182.75,5.2,"$180,161,741,180",61.7,104.4
3600,37,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3600,67,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3600,75,Diversified,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3600,67,Fashion & Retail,M,105.48,0.5,"$5,081,769,542,380",63.2,98.8
3600,84,Technology,M,105.48,0.5,"$5,081,769,542,380",63.2,98.8
3600,37,Technology,M,119.8,1.6,"$1,392,680,589,329",113.1,100.3
3600,35,Technology,F,119.8,1.6,"$1,392,680,589,329",113.1,100.3
3600,58,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3600,73,Fashion & Retail,M,110.96,0.7,"$1,394,116,310,769",88.9,102.7
3600,82,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3600,63,Fashion & Retail,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3600,60,Food & Beverage,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3600,61,Automotive,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3600,57,Technology,F,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3600,54,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3500,33,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,65,Healthcare,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
3500,62,Finance & Investments,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3500,87,Manufacturing,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3500,76,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,66,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,18,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3500,27,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3500,21,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3500,64,Fashion & Retail,F,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3500,61,Fashion & Retail,F,115.09,1.7,"$71,104,919,108",19.2,102.3
3500,70,Finance & Investments,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3500,57,Fashion & Retail,F,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3500,58,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,65,Energy,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
3500,54,Food & Beverage,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3500,61,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,60,Food & Beverage,F,99.55,0.4,"$703,082,435,360",59.6,105.2
3500,90,Healthcare,M,113.27,0.7,"$543,649,976,166",49.3,99.8
3500,88,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,76,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3500,71,Construction & Engineering,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
3500,61,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3500,66,Automotive,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3500,45,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,70,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,75,Manufacturing,M,115.91,2.6,"$909,070,395,161",85,104.2
3500,58,Diversified,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3500,54,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3500,65,Logistics,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3500,56,Manufacturing,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
3400,56,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,55,Energy,M,113.27,0.7,"$543,649,976,166",49.3,99.8
3400,52,Metals & Mining,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
3400,69,Food & Beverage,M,129.61,2.5,"$376,795,508,680",35.5,107.5
3400,50,Food & Beverage,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3400,52,Manufacturing,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3400,64,Finance & Investments,M,115.16,0.4,"$2,029,000,000,000",94.3,98.1
3400,63,Food & Beverage,F,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3400,84,Fashion & Retail,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3400,86,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,75,Sports,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,66,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,62,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,68,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,58,Fashion & Retail,M,105.48,0.5,"$5,081,769,542,380",63.2,98.8
3400,72,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,81,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,88,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,65,Healthcare,F,180.44,7.7,"$2,611,000,000,000",28.1,113
3400,59,Media & Entertainment,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3400,81,Food & Beverage,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3400,54,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3400,52,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3400,53,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3400,75,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,75,Construction & Engineering,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
3300,49,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,81,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,56,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3300,77,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,68,Food & Beverage,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
3300,79,Automotive,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3300,55,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3300,88,Real Estate,M,119.8,1.6,"$1,392,680,589,329",113.1,100.3
3300,72,Construction & Engineering,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
3300,82,Diversified,M,114.41,0.6,"$372,062,527,489",84.8,100.6
3300,59,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,78,Media & Entertainment,M,108.15,0.8,"$395,098,666,122",63.4,104.9
3300,79,Fashion & Retail,M,105.48,0.5,"$5,081,769,542,380",63.2,98.8
3300,77,Metals & Mining,M,131.91,2.6,"$282,318,159,745",88.5,101.4
3300,77,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,88,Diversified,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,68,Telecom,M,288.57,9.2,"$303,175,127,598",35.2,106.3
3300,55,Finance & Investments,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3300,54,Technology,M,108.15,0.8,"$395,098,666,122",63.4,104.9
3300,71,Finance & Investments,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
3300,38,Finance & Investments,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3300,48,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,74,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,59,Manufacturing,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3300,73,Fashion & Retail,M,114.41,0.6,"$372,062,527,489",84.8,100.6
3200,85,Fashion & Retail,F,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3200,87,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3200,82,Manufacturing,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3200,70,Finance & Investments,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3200,64,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3200,69,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3200,84,Manufacturing,M,141.54,3.6,"$1,258,286,717,125",40.2,105.8
3200,86,Healthcare,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3200,70,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,56,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,85,Logistics,M,119.8,1.6,"$1,392,680,589,329",113.1,100.3
3200,55,Fashion & Retail,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
3200,67,Technology,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3200,60,Fashion & Retail,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
3200,69,Finance & Investments,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3200,60,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3200,71,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,52,Technology,F,115.16,0.4,"$2,029,000,000,000",94.3,98.1
3200,55,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3200,54,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3200,59,Healthcare,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3200,68,Healthcare,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3200,61,Metals & Mining,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3200,72,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,86,Automotive,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,69,Construction & Engineering,M,114.52,-1.9,"$421,142,267,938",36.8,108.4
3200,73,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,70,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,71,Service,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3200,84,Energy,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,77,Manufacturing,F,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3200,60,Fashion & Retail,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3200,66,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,66,Healthcare,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,52,Logistics,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
3200,48,Technology,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3200,53,Technology,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3200,67,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,67,Food & Beverage,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3200,81,Gambling & Casinos,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,65,Gambling & Casinos,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3200,87,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3100,76,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3100,53,Gambling & Casinos,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3100,37,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,55,Food & Beverage,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3100,72,Manufacturing,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3100,75,Manufacturing,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3100,77,Finance & Investments,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3100,85,Manufacturing,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
3100,50,Real Estate,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
3100,46,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,62,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,82,Service,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3100,73,Fashion & Retail,M,167.4,3.7,"$1,839,758,040,766",51.3,115.4
3100,73,Manufacturing,M,114.41,0.6,"$372,062,527,489",84.8,100.6
3100,52,Fashion & Retail,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,90,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,67,Manufacturing,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
3100,59,Metals & Mining,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3100,46,Fashion & Retail,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3100,66,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,59,Real Estate,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,51,Finance & Investments,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3100,63,Finance & Investments,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,79,Diversified,M,151.18,3,"$1,119,190,780,753",36.3,106.4
3100,67,Fashion & Retail,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3100,80,Media & Entertainment,F,112.85,1.4,"$3,845,630,030,824",70.2,104
3100,35,Finance & Investments,M,182.75,5.2,"$180,161,741,180",61.7,104.4
3100,74,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3100,53,Media & Entertainment,F,115.16,0.4,"$2,029,000,000,000",94.3,98.1
3000,94,Diversified,F,234.44,15.2,"$754,411,708,203",23.9,93.2
3000,61,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,85,Energy,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,90,Automotive,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,66,Technology,F,99.55,0.4,"$703,082,435,360",59.6,105.2
3000,70,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,80,Food & Beverage,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
3000,60,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,63,Real Estate,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,73,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,95,Fashion & Retail,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
3000,76,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,57,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,62,Metals & Mining,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,65,Automotive,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,76,Food & Beverage,M,114.41,0.6,"$372,062,527,489",84.8,100.6
3000,75,Diversified,M,141.54,3.6,"$1,258,286,717,125",40.2,105.8
3000,66,Manufacturing,F,110.62,0.6,"$2,001,244,392,042",61.9,101.9
3000,64,Real Estate,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,67,Manufacturing,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3000,71,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
3000,51,Healthcare,M,99.55,0.4,"$703,082,435,360",59.6,105.2
3000,67,Technology,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,71,Food & Beverage,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3000,59,Healthcare,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
3000,68,Healthcare,F,99.55,0.4,"$703,082,435,360",59.6,105.2
3000,67,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,67,Healthcare,M,180.44,7.7,"$2,611,000,000,000",28.1,113
3000,71,Fashion & Retail,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,86,Fashion & Retail,M,119.62,1.7,"$2,827,113,184,696",60,101.2
3000,64,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
3000,55,Real Estate,M,110.51,1.8,"$530,832,908,738",67,126.6
3000,54,Food & Beverage,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,63,Manufacturing,M,114.41,0.6,"$372,062,527,489",84.8,100.6
3000,60,Diversified,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,73,Diversified,M,114.41,0.6,"$372,062,527,489",84.8,100.6
3000,65,Service,M,114.52,-1.9,"$421,142,267,938",36.8,108.4
3000,42,Media & Entertainment,M,114.41,0.6,"$372,062,527,489",84.8,100.6
3000,60,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
3000,65,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2900,69,Fashion & Retail,M,110.96,0.7,"$1,394,116,310,769",88.9,102.7
2900,82,Automotive,M,110.62,0.6,"$2,001,244,392,042",61.9,101.9
2900,65,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2900,60,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,70,Telecom,M,119.62,1.7,"$2,827,113,184,696",60,101.2
2900,79,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,66,Fashion & Retail,M,116.76,1.9,"$1,736,425,629,520",68.9,100.9
2900,78,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,92,Sports,M,119.62,1.7,"$2,827,113,184,696",60,101.2
2900,79,Technology,M,108.15,0.8,"$395,098,666,122",63.4,104.9
2900,74,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,73,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2900,75,Construction & Engineering,M,99.55,0.4,"$703,082,435,360",59.6,105.2
2900,68,Healthcare,F,112.85,1.4,"$3,845,630,030,824",70.2,104
2900,73,Real Estate,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,56,Real Estate,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
2900,38,Diversified,F,234.44,15.2,"$754,411,708,203",23.9,93.2
2900,49,Technology,F,115.16,0.4,"$2,029,000,000,000",94.3,98.1
2900,66,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2900,57,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2900,61,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2900,55,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2900,54,Technology,M,110.51,1.8,"$530,832,908,738",67,126.6
2900,90,Fashion & Retail,M,112.85,1.4,"$3,845,630,030,824",70.2,104
2900,89,Technology,M,112.85,1.4,"$3,845,630,030,824",70.2,104
2900,50,Real Estate,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
2900,52,Real Estate,M,180.44,7.7,"$2,611,000,000,000",28.1,113
2900,87,Energy,M,232.75,53.5,"$449,663,446,954",90,109.7
2900,73,Finance & Investments,M,131.91,2.6,"$282,318,159,745",88.5,101.4
2900,65,Automotive,M,180.44,7.7,"$2,611,000,000,000",28.1,113
2900,43,Healthcare,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
2900,78,Media & Entertainment,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,73,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,48,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,85,Healthcare,F,112.85,1.4,"$3,845,630,030,824",70.2,104
2900,46,Finance & Investments,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,59,Food & Beverage,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2900,61,Fashion & Retail,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2900,62,Fashion & Retail,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2800,66,Fashion & Retail,M,180.44,7.7,"$2,611,000,000,000",28.1,113
2800,74,Healthcare,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2800,44,Technology,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2800,75,Gambling & Casinos,M,127.63,2.5,"$27,089,389,787",13.7,107.4
2800,69,Real Estate,M,114.41,0.6,"$372,062,527,489",84.8,100.6
2800,52,Automotive,M,115.16,0.4,"$2,029,000,000,000",94.3,98.1
2800,72,Diversified,F,180.44,7.7,"$2,611,000,000,000",28.1,113
2800,90,Fashion & Retail,F,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2800,53,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2800,54,Sports,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2800,81,Diversified,M,180.44,7.7,"$2,611,000,000,000",28.1,113
2800,74,Diversified,M,180.44,7.7,"$2,611,000,000,000",28.1,113
2800,56,Real Estate,M,121.46,0.7,"$364,701,517,788",45.1,105.3
2800,58,Manufacturing,M,125.08,2.9,"$19,910,000,000,000",50.6,100.2
2800,54,Manufacturing,M,180.75,4.5,"$1,699,876,578,871",81.9,102.6
2800,86,Fashion & Retail,M,117.24,7.5,"$21,427,700,000,000",88.2,101.8
2800,67,Telecom,M,130.02,3,"$53,367,042,272",26.3,95.1
2800,78,Telecom,M,130.02,3,"$53,367,042,272",26.3,95.1
2800,86,Real Estate,M,105.48,0.5,"$5,081,769,542,380",63.2,98.8
2800,71,Diversified,M,180.44,7.7,"$2,611,000,000,000",28.1,113
2800,69,Diversified,M,110.05,1.1,"$2,715,518,274,227",65.6,102.5
